1.67495e+09,76.301568000
1.67495e+09,52.708725000
1.67495e+09,76.570845000
1.67495e+09,51.622144000
1.67495e+09,76.290720000
1.67495e+09,51.250018000
1.67495e+09,76.189697000
1.67495e+09,51.502721000
1.67495e+09,76.442622000
1.67495e+09,51.551616000
1.67495e+09,76.250144000
1.67495e+09,51.635135000
1.67495e+09,76.110082000
1.67495e+09,51.859358000
1.67495e+09,76.117729000
1.67495e+09,51.262562000
1.67495e+09,76.023138000
1.67495e+09,51.515809000
1.67495e+09,76.151681000
1.67495e+09,51.272131000
1.67495e+09,76.271008000
1.67495e+09,51.446145000
1.67495e+09,75.084714000
1.67495e+09,51.855645000
1.67495e+09,76.206304000
1.67495e+09,51.371074000
1.67495e+09,76.044578000
1.67495e+09,51.197955000
1.67495e+09,75.962307000
1.67495e+09,51.715295000
1.67495e+09,76.018626000
1.67495e+09,51.145411000
1.67495e+09,75.770373000
1.67495e+09,50.801671000
1.67495e+09,76.127777000
1.67495e+09,52.018684000
1.67495e+09,76.114433000
1.67495e+09,51.049413000
1.67495e+09,75.943203000
1.67495e+09,51.055396000
1.67495e+09,76.030274000
1.67495e+09,51.904477000
1.67495e+09,76.190528000
1.67495e+09,51.394082000
1.67495e+09,76.009507000
1.67495e+09,51.155715000
1.67495e+09,75.562055000
1.67495e+09,51.236355000
1.67495e+09,75.864388000
1.67495e+09,100.473957000
1.67495e+09,76.338912000
1.67495e+09,101.235934000
1.67495e+09,76.460670000
1.67495e+09,100.632995000
1.67495e+09,76.313791000
1.67495e+09,100.561412000
1.67495e+09,76.359520000
1.67495e+09,100.498756000
1.67495e+09,75.984835000
1.67495e+09,100.475716000
1.67495e+09,76.111298000
1.67495e+09,100.869633000
1.67495e+09,75.811076000
1.67495e+09,100.555524000
1.67495e+09,76.125377000
1.67495e+09,100.416229000
1.67495e+09,75.991746000
1.67495e+09,100.522084000
1.67495e+09,76.234816000
1.67495e+09,100.491428000
1.67495e+09,75.935427000
1.67495e+09,100.799649000
1.67495e+09,76.048066000
1.67495e+09,100.314406000
1.67495e+09,76.036482000
1.67495e+09,100.424677000
1.67495e+09,76.149025000
1.67495e+09,99.991945000
1.67495e+09,75.348425000
1.67495e+09,100.764802000
1.67495e+09,76.379487000
1.67495e+09,100.499557000
1.67495e+09,76.045986000
1.67495e+09,100.413285000
1.67495e+09,75.931427000
1.67495e+09,100.725058000
1.67495e+09,75.715269000
1.67495e+09,100.317542000
1.67495e+09,75.929859000
1.67495e+09,100.154887000
1.67495e+09,76.113953000
1.67495e+09,100.201799000
1.67495e+09,75.519303000
1.67495e+09,100.031753000
1.67495e+09,74.928172000
1.67495e+09,100.588515000
1.67495e+09,75.852164000
1.67495e+09,100.023785000
1.67495e+09,75.838244000
1.67495e+09,100.626563000
1.67495e+09,75.917315000
1.67495e+09,99.887082000
1.67495e+09,75.773508000
1.67495e+09,100.244870000
1.67495e+09,75.992803000
1.67495e+09,99.972265000
1.67495e+09,75.570759000
1.67495e+09,100.618180000
1.67495e+09,75.641765000
1.67495e+09,100.068488000
1.67495e+09,75.675910000
1.67495e+09,100.522052000
1.67495e+09,75.860035000
1.67495e+09,99.943562000
1.67495e+09,75.748997000
1.67495e+09,100.048745000
1.67495e+09,75.656549000
1.67495e+09,100.442884000
1.67495e+09,75.719237000
1.67495e+09,100.022792000
1.67495e+09,75.758180000
1.67495e+09,100.073608000
1.67495e+09,75.627622000
1.67495e+09,100.472997000
1.67495e+09,75.770276000
1.67495e+09,99.979529000
1.67495e+09,75.722533000
1.67495e+09,100.463781000
1.67495e+09,76.071682000
1.67495e+09,100.214439000
1.67495e+09,75.610470000
1.67495e+09,100.220583000
1.67495e+09,75.459368000
1.67495e+09,100.119752000
1.67495e+09,75.890660000
1.67495e+09,100.324997000
1.67495e+09,75.324968000
1.67495e+09,99.873130000
1.67495e+09,75.510727000
1.67495e+09,100.211463000
1.67495e+09,75.696262000
1.67495e+09,100.030760000
1.67495e+09,75.573894000
1.67495e+09,99.901289000
1.67495e+09,75.586918000
1.67495e+09,100.174151000
1.67495e+09,75.425448000
1.67495e+09,100.188583000
1.67495e+09,75.385832000
1.67495e+09,100.085640000
1.67495e+09,75.743173000
1.67495e+09,100.221478000
1.67495e+09,75.433064000
1.67495e+09,100.177831000
1.67495e+09,75.367880000
1.67495e+09,99.926313000
1.67495e+09,76.005218000
