585.426039000,
560.283381000,
535.462596000,
559.579539000,
535.133267000,
509.912108000,
534.912840000,
509.507288000,
534.565910000,
509.477078000,
481.889814000,
559.452492000,
534.775169000,
559.953734000,
536.176713000,
511.692903000,
585.496541000,
564.106042000,
539.652570000,
514.714657000,
585.520863000,
561.934315000,
537.271424000,
512.890213000,
535.729171000,
511.999800000,
487.331950000,
559.096958000,
534.025503000,
559.645147000,
534.363537000,
509.658245000,
584.713758000,
560.553485000,
536.470304000,
560.753433000,
535.997161000,
511.526505000,
532.644287000,
508.245218000,
581.935253000,
558.326561000,
533.145660000,
557.824584000,
532.074246000,
507.930038000,
581.986075000,
557.663744000,
533.065657000,
557.672608000,
532.694502000,
507.911060000,
582.443666000,
557.843210000,
531.009135000,
508.187843000,
482.513092000,
506.740057000,
482.041547000,
557.069891000,
532.678469000,
507.514592000,
582.279755000,
555.605273000,
533.649240000,
556.666993000,
530.502713000,
506.332487000,
531.092217000,
505.656517000,
482.673552000,
556.499788000,
532.361180000,
556.428810000,
532.485956000,
507.745589000,
532.454500000,
507.512874000,
484.176931000,
557.849655000,
534.918756000,
556.876070000,
534.064154000,
509.189156000,
531.792134000,
507.071192000,
580.917652000,
555.739598000,
531.070913000,
554.982151000,
530.414015000,
505.156342000,
530.183508000,
502.311141000,
479.696513000,
504.467859000,
479.154309000,
555.013096000,
529.857955000,
505.438564000,
579.166715000,
554.436843000,
529.437614000,
503.923383000,
529.071965000,
503.573318000,
579.739548000,
554.880102000,
530.454822000,
505.398630000,
579.330761000,
554.276074000,
529.433461000,
554.194599000,
530.039477000,
505.172319000,
529.363284000,
504.426810000,
479.809297000,
558.254427000,
534.218639000,
557.608923000,
534.271859000,
509.376476000,
529.037960000,
504.442495000,
578.697555000,
553.813339000,
529.059081000,
553.783417000,
528.938979000,
504.658154000,
527.955153000,
503.288868000,
478.245380000,
553.741078000,
527.649185000,
553.261182000,
530.399758000,
505.988590000,
528.116857000,
503.411275000,
479.615274000,
502.966803000,
478.085276000,
553.028309000,
529.121583000,
601.818678000,
573.139580000,
552.159275000,
527.743947000,
551.661011000,
527.283669000,
502.302553000,
477.597962000,
551.542865000,
526.829377000,
501.385677000,
526.516626000,
501.143842000,
476.661855000,
501.204326000,
476.577595000,
501.097986000,
476.557370000,
501.570874000,
477.119768000,
551.891559000,
527.016399000,
550.989817000,
525.849235000,
501.163110000,
476.038688000,
551.695037000,
526.781667000,
550.768398000,
525.676459000,
499.727228000,
525.946777000,
501.315309000,
526.715296000,
503.837102000,
525.467552000,
500.246550000,
475.534055000,
500.198741000,
473.892916000,
551.647551000,
528.022215000,
548.732715000,
526.167721000,
500.797752000,
476.530879000,
500.941921000,
477.303112000,
550.755703000,
527.493426000,
502.400558000,
576.678504000,
553.547400000,
528.810104000,
549.543358000,
525.382602000,
500.445774000,
524.602434000,
499.733609000,
475.139103000,
548.410533000,
523.995011000,
499.381591000,
524.200269000,
499.112362000,
523.204155000,
499.151276000,
570.969991000,
548.417477000,
522.622173000,
548.386371000,
522.912939000,
498.354019000,
472.609054000,
547.635004000,
522.702721000,
548.015057000,
522.927470000,
498.224350000,
472.857739000,
547.999156000,
522.885710000,
547.713478000,
522.182251000,
496.859164000,
471.875422000,
547.554016000,
522.742508000,
497.978904000,
522.477407000,
497.809777000,
522.397340000,
497.971899000,
522.629130000,
497.699790000,
472.654252000,
547.248696000,
522.254936000,
547.243512000,
522.092080000,
497.414401000,
571.598263000,
547.270649000,
522.428770000,
497.800180000,
521.907046000,
497.660493000,
472.605450000,
546.516402000,
521.303528000,
496.631416000,
520.861745000,
496.483121000,
520.713322000,
495.731050000,
520.511104000,
494.841853000,
520.657000000,
496.253063000,
471.100414000,
545.557414000,
519.754428000,
546.618845000,
523.947797000,
498.927220000,
474.216227000,
496.972881000,
473.314262000,
546.941234000,
522.828671000,
547.474191000,
522.894692000,
498.779506000,
473.643691000,
546.930741000,
522.583735000,
498.644205000,
521.392346000,
498.501669000,
520.906945000,
497.484370000,
473.102288000,
495.652307000,
470.408967000,
544.498266000,
519.669250000,
494.911054000,
518.820502000,
494.152455000,
469.470679000,
544.266766000,
519.323376000,
495.068950000,
518.275579000,
494.546875000,
517.721183000,
493.892410000,
467.897894000,
543.423398000,
516.920248000,
493.059729000,
466.704940000,
492.923020000,
467.501942000,
542.819275000,
516.773940000,
542.717511000,
518.240321000,
493.006964000,
467.981939000,
490.695552000,
468.030422000,
542.546594000,
516.380198000,
542.768143000,
516.054102000,
492.965111000,
516.552976000,
493.016634000,
517.685226000,
493.056572000,
517.351993000,
492.953335000,
467.830895000,
542.650442000,
517.649001000,
542.528547000,
517.497409000,
492.844081000,
467.621796000,
542.423550000,
517.419453000,
492.906677000,
516.954757000,
492.414012000,
520.002177000,
498.231782000,
474.783764000,
492.831346000,
468.831748000,
493.360399000,
469.822616000,
491.665272000,
466.698106000,
541.326380000,
516.451122000,
542.730903000,
519.024152000,
495.204946000,
516.360144000,
491.956365000,
516.320976000,
492.546893000,
467.541003000,
490.764563000,
464.247236000,
490.023694000,
465.154290000,
540.624752000,
514.488692000,
490.680592000,
515.882364000,
491.156616000,
465.848118000,
540.263646000,
515.320063000,
540.193275000,
514.196645000,
490.487782000,
514.881416000,
490.359423000,
465.376606000,
539.925869000,
514.986446000,
540.344482000,
518.238261000,
494.993740000,
518.663243000,
496.319794000,
472.041653000,
540.917412000,
516.860883000,
492.597910000,
516.314999000,
494.368243000,
469.838153000,
542.862764000,
519.838576000,
496.228340000,
515.702364000,
492.268075000,
466.244020000,
545.317934000,
520.359278000,
542.885234000,
520.119684000,
496.425187000,
564.899357000,
540.990354000,
516.374499000,
492.659106000,
513.835361000,
489.083755000,
464.153067000,
538.549365000,
513.120796000,
538.372908000,
513.981832000,
489.635303000,
514.627881000,
491.627341000,
467.349775000,
538.233764000,
515.461940000,
491.978463000,
512.881360000,
488.219711000,
463.078292000,
540.242095000,
516.810908000,
493.504144000,
515.780905000,
492.117194000,
467.038307000,
537.250329000,
512.072909000,
487.491424000,
511.708572000,
486.589203000,
461.768314000,
536.568570000,
511.427600000,
484.270175000,
511.407216000,
486.511699000,
510.964123000,
486.667196000,
460.746249000,
536.342034000,
511.301997000,
486.610937000,
561.756235000,
538.516994000,
513.390072000,
536.152840000,
511.290156000,
486.633050000,
461.243907000,
536.665763000,
511.654846000,
486.624442000,
511.420754000,
486.421615000,
461.263300000,
536.054019000,
511.134436000,
486.448177000,
509.381675000,
486.393967000,
461.233059000,
535.749592000,
510.583564000,
535.559631000,
510.561964000,
485.907098000,
510.136632000,
485.524552000,
460.380445000,
485.256219000,
459.873861000,
535.277990000,
510.232064000,
485.490251000,
559.447490000,
536.569227000,
511.704014000,
534.923544000,
510.505713000,
486.228018000,
509.901842000,
485.891297000,
460.953951000,
535.047966000,
510.578580000,
534.524931000,
510.308391000,
485.368006000,
460.935103000,
535.368559000,
512.398194000,
487.683452000,
508.997732000,
485.708600000,
461.316499000,
534.023049000,
509.854032000,
583.489369000,
558.349645000,
533.189185000,
508.426633000,
482.940204000,
505.084959000,
482.653886000,
507.150186000,
483.629010000,
457.375086000,
533.503862000,
509.258713000,
484.918199000,
507.635111000,
481.018768000,
508.760802000,
484.795091000,
458.730585000,
532.627887000,
506.818753000,
480.837706000,
507.899832000,
482.995160000,
557.327269000,
532.490248000,
507.318843000,
532.648017000,
507.309050000,
482.057385000,
507.175411000,
481.948387000,
456.506567000,
530.848436000,
507.497732000,
482.314294000,
506.525106000,
481.781850000,
455.848422000,
530.871893000,
506.716188000,
581.129998000,
555.193050000,
531.541530000,
506.248454000,
481.577906000,
506.262504000,
481.701690000,
506.628317000,
482.348541000,
457.321527000,
532.372458000,
508.252114000,
